9F8634B8-70C2-4466-B28F-0B7D6D3DBDE2;2020-09-30 11:01:49.730;2020-10-20 14:58:17.767;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;72E731A7-967A-4F8F-9ED8-7DFB0128A24A;NULL;NULL;NULL;NULL;FT/21-0193/01;NULL
5125A8CA-D0F7-4F03-A360-0D131014A4CB;2020-10-20 14:58:17.767;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;F264B703-354D-485B-A80F-A06747E2EC9C;NULL;NULL;NULL;NULL;2020-10-20;NULL
B77E8ABD-3AC0-4CF9-BE6C-0F5416180D03;2020-09-30 11:01:49.730;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;BC8CB428-2869-4659-9447-0BCB90309535;NULL;NULL;NULL;NULL;P+M;NULL
84AD10CB-5F71-4067-BF5B-1B2278AC0628;2020-09-30 11:01:49.730;2020-10-20 14:58:17.767;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;E364FBD9-F7BE-4BAC-A001-194FD7611F28;NULL;NULL;NULL;NULL;"Order nr. 53966S ";NULL
BD8C7BFA-27E7-4ECC-A957-24074B27ABA8;2020-09-30 11:01:49.730;2020-10-20 14:58:17.767;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;7A0C84B6-74A4-4D82-B04B-84A59463A480;NULL;NULL;NULL;NULL;350_204_035_SC_FT R2_K_G;NULL
BE81D81C-805A-4600-973E-30668B1ABDA4;2020-10-20 14:58:17.767;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;C331B220-4B33-481C-BD6D-317EE0251E30;D98B5098-E806-4608-A1B5-152109B8A0DD;NULL;NULL;NULL;NULL;NULL
C6F449ED-3675-44A3-AD95-34CB319B907E;2020-09-30 11:01:49.730;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;863C6FFA-3940-42DC-8240-C74F46125CF6;NULL;NULL;NULL;NULL;SEE PLANNING KELLY;NULL
1A85E524-79CD-4F63-B0BE-39AE86A4954B;2020-09-30 11:01:49.730;2020-10-02 11:44:04.687;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;F0059751-BB1A-4333-9E82-0B0ACC9FF251;NULL;NULL;NULL;NULL;POTTER+MOORE ANN SUMMERS DICK LICK PASSIONFRUIT FLAVOUR 50ML - TU7516A;NULL
6DE42299-5ADE-4335-902A-3CE90E28BF5D;2020-10-20 14:58:17.767;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;7A0C84B6-74A4-4D82-B04B-84A59463A480;NULL;NULL;NULL;NULL;250_145_030_SC_FT_TP_G;NULL
1E69F974-2F63-4B73-9649-59FD49352198;2020-10-20 14:58:17.767;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;E364FBD9-F7BE-4BAC-A001-194FD7611F28;NULL;NULL;NULL;NULL;Order nr. 54593S;NULL
01D2CDC3-D95B-47F0-B8D7-5C37F3D425C6;2020-09-30 11:01:49.730;2020-10-20 14:58:17.767;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;CB4FCA4D-5FB7-4059-80D3-520924833B52;NULL;NULL;NULL;NULL;"Part nr. TU7516AS ";NULL
AEBA3187-9950-4362-94B3-649C43A0160D;2020-10-20 14:58:17.767;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;F0059751-BB1A-4333-9E82-0B0ACC9FF251;NULL;NULL;NULL;NULL;POTTER+MOORE ANN SUMMERS COOKIE DOUGH FLAVOURED LUBE 30ML (B) - TU6510AS/A;NULL
781A2AAE-5D5F-4BC9-8672-768867BA7424;2020-09-30 11:01:49.730;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;0274DA60-BF05-48ED-B4F3-2535B8E185BA;NULL;NULL;0.000000000;NULL;NULL;NULL
D11C09D3-5121-4EB8-87C9-7E524CC5F7A6;2020-09-30 11:01:49.730;2020-10-20 14:58:17.767;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;C331B220-4B33-481C-BD6D-317EE0251E30;039BF841-C0E6-4265-9508-296E4A47BCFC;NULL;NULL;NULL;NULL;NULL
E606AE2E-DF2F-4CC6-A8DC-959C321AA932;2020-10-20 14:58:17.767;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;49342419-472D-4DAF-8522-F0C7440954C7;NULL;NULL;NULL;NULL;R-20019770003;NULL
744611EF-72CD-4C65-8FFA-9A83A306B044;2020-09-30 11:01:49.730;2020-10-20 14:58:17.767;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;F264B703-354D-485B-A80F-A06747E2EC9C;NULL;NULL;NULL;NULL;2020-09-30;NULL
03F22DEB-2133-433E-92CD-A1B27285B186;2020-10-20 14:58:17.767;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;CB4FCA4D-5FB7-4059-80D3-520924833B52;NULL;NULL;NULL;NULL;Part nr. TU6510AS/A;NULL
19654FE8-2A61-4E75-889E-A39626864A2F;2020-09-30 11:01:49.730;2020-10-20 14:58:17.767;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;49342419-472D-4DAF-8522-F0C7440954C7;NULL;NULL;NULL;NULL;R-21815640002;NULL
41B63165-46EE-4672-824B-AF5465B75CF3;2020-10-02 11:44:04.687;2020-10-20 14:58:17.767;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;F0059751-BB1A-4333-9E82-0B0ACC9FF251;NULL;NULL;NULL;NULL;POTTER+MOORE ANN SUMMERS DICK LICK PASSIONFRUIT FLAVOUR 50ML - TU7516AS;NULL
48C8E9F1-E589-4BD3-A02B-D85D4DF27388;2020-09-30 11:01:49.730;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;C83EF730-B693-438B-BD55-85F1DDECECDC;NULL;NULL;NULL;NULL;SEE PLANNING KELLY;NULL
D6BE7F16-3321-467F-876F-E267003895B8;2020-10-20 14:58:17.767;NULL;BE74FB60-E7FB-40C0-83F1-65DD4ABFF9EB;NULL;72E731A7-967A-4F8F-9ED8-7DFB0128A24A;NULL;NULL;NULL;NULL;FT/21-0242/01;NULL
